borocode,borough,tree species,steward,tree count,count_health_good,count_health_fair,count_health_poor,good,fair,poor,spccode
3,Brooklyn,purple-leaf plum,4orMore,3,1,2,0,33.33,66.67,0.0,44
3,Brooklyn,purple-leaf plum,1or2,412,300,89,23,72.82,21.6,5.58,44
3,Brooklyn,purple-leaf plum,3or4,41,36,5,0,87.8,12.2,0.0,44
3,Brooklyn,purple-leaf plum,None,742,547,159,36,73.72,21.43,4.85,44
4,Queens,purple-leaf plum,3or4,83,72,9,2,86.75,10.84,2.41,44
4,Queens,purple-leaf plum,None,2020,1623,291,106,80.35,14.41,5.25,44
4,Queens,purple-leaf plum,1or2,918,731,145,42,79.63,15.8,4.58,44
4,Queens,purple-leaf plum,4orMore,14,14,0,0,100.0,0.0,0.0,44
5,Staten Island,purple-leaf plum,4orMore,4,4,0,0,100.0,0.0,0.0,44
5,Staten Island,purple-leaf plum,3or4,52,49,1,2,94.23,1.92,3.85,44
5,Staten Island,purple-leaf plum,None,1187,940,187,60,79.19,15.75,5.05,44
5,Staten Island,purple-leaf plum,1or2,519,412,87,20,79.38,16.76,3.85,44
1,Manhattan,paperbark maple,1or2,8,2,4,2,25.0,50.0,25.0,45
1,Manhattan,paperbark maple,3or4,1,0,0,1,0.0,0.0,100.0,45
1,Manhattan,paperbark maple,None,5,1,3,1,20.0,60.0,20.0,45
1,Manhattan,paperbark maple,4orMore,1,1,0,0,100.0,0.0,0.0,45
2,Bronx,paperbark maple,None,32,25,7,0,78.12,21.88,0.0,45
2,Bronx,paperbark maple,1or2,3,3,0,0,100.0,0.0,0.0,45
3,Brooklyn,paperbark maple,None,41,30,7,4,73.17,17.07,9.76,45
3,Brooklyn,paperbark maple,1or2,14,8,5,1,57.14,35.71,7.14,45
3,Brooklyn,paperbark maple,3or4,4,3,1,0,75.0,25.0,0.0,45
4,Queens,paperbark maple,1or2,27,20,4,3,74.07,14.81,11.11,45
4,Queens,paperbark maple,None,42,30,8,4,71.43,19.05,9.52,45
4,Queens,paperbark maple,3or4,4,2,2,0,50.0,50.0,0.0,45
5,Staten Island,paperbark maple,None,25,24,0,1,96.0,0.0,4.0,45
5,Staten Island,paperbark maple,3or4,1,0,1,0,0.0,100.0,0.0,45
5,Staten Island,paperbark maple,1or2,12,9,2,1,75.0,16.67,8.33,45
1,Manhattan,red horse chestnut,1or2,1,1,0,0,100.0,0.0,0.0,46
2,Bronx,red horse chestnut,1or2,2,2,0,0,100.0,0.0,0.0,46
2,Bronx,red horse chestnut,None,10,8,2,0,80.0,20.0,0.0,46
3,Brooklyn,red horse chestnut,None,16,8,6,2,50.0,37.5,12.5,46
3,Brooklyn,red horse chestnut,3or4,2,1,0,1,50.0,0.0,50.0,46
3,Brooklyn,red horse chestnut,1or2,3,2,1,0,66.67,33.33,0.0,46
4,Queens,red horse chestnut,1or2,11,11,0,0,100.0,0.0,0.0,46
4,Queens,red horse chestnut,None,43,40,3,0,93.02,6.98,0.0,46
4,Queens,red horse chestnut,3or4,4,3,1,0,75.0,25.0,0.0,46
5,Staten Island,red horse chestnut,None,21,19,1,1,90.48,4.76,4.76,46
5,Staten Island,red horse chestnut,1or2,3,2,0,1,66.67,0.0,33.33,46
1,Manhattan,northern red oak,None,603,427,143,33,70.81,23.71,5.47,47
1,Manhattan,northern red oak,3or4,142,109,30,3,76.76,21.13,2.11,47
1,Manhattan,northern red oak,1or2,389,275,93,21,70.69,23.91,5.4,47
1,Manhattan,northern red oak,4orMore,9,9,0,0,100.0,0.0,0.0,47
2,Bronx,northern red oak,1or2,239,194,33,12,81.17,13.81,5.02,47
2,Bronx,northern red oak,4orMore,1,1,0,0,100.0,0.0,0.0,47
2,Bronx,northern red oak,None,1212,1000,181,31,82.51,14.93,2.56,47
2,Bronx,northern red oak,3or4,31,22,7,2,70.97,22.58,6.45,47
3,Brooklyn,northern red oak,3or4,86,71,14,1,82.56,16.28,1.16,47
3,Brooklyn,northern red oak,4orMore,5,5,0,0,100.0,0.0,0.0,47
3,Brooklyn,northern red oak,1or2,685,564,99,22,82.34,14.45,3.21,47
3,Brooklyn,northern red oak,None,1692,1328,296,68,78.49,17.49,4.02,47
4,Queens,northern red oak,None,2211,1905,261,45,86.16,11.8,2.04,47
4,Queens,northern red oak,4orMore,2,2,0,0,100.0,0.0,0.0,47
4,Queens,northern red oak,3or4,22,20,2,0,90.91,9.09,0.0,47
4,Queens,northern red oak,1or2,462,406,42,14,87.88,9.09,3.03,47
5,Staten Island,northern red oak,None,516,408,87,21,79.07,16.86,4.07,47
5,Staten Island,northern red oak,3or4,1,1,0,0,100.0,0.0,0.0,47
5,Staten Island,northern red oak,1or2,92,70,21,1,76.09,22.83,1.09,47
1,Manhattan,crimson king maple,None,1,0,0,1,0.0,0.0,100.0,48
1,Manhattan,crimson king maple,1or2,5,1,2,2,20.0,40.0,40.0,48
2,Bronx,crimson king maple,3or4,2,1,1,0,50.0,50.0,0.0,48
2,Bronx,crimson king maple,1or2,19,10,3,6,52.63,15.79,31.58,48
2,Bronx,crimson king maple,None,174,116,40,18,66.67,22.99,10.34,48
3,Brooklyn,crimson king maple,4orMore,2,2,0,0,100.0,0.0,0.0,48
3,Brooklyn,crimson king maple,1or2,276,198,49,29,71.74,17.75,10.51,48
3,Brooklyn,crimson king maple,None,702,463,152,87,65.95,21.65,12.39,48
3,Brooklyn,crimson king maple,3or4,19,11,5,3,57.89,26.32,15.79,48
4,Queens,crimson king maple,None,2553,1920,496,137,75.21,19.43,5.37,48
4,Queens,crimson king maple,1or2,328,235,72,21,71.65,21.95,6.4,48
4,Queens,crimson king maple,4orMore,2,1,1,0,50.0,50.0,0.0,48
4,Queens,crimson king maple,3or4,20,15,5,0,75.0,25.0,0.0,48
5,Staten Island,crimson king maple,1or2,335,244,55,36,72.84,16.42,10.75,48
5,Staten Island,crimson king maple,3or4,29,24,5,0,82.76,17.24,0.0,48
5,Staten Island,crimson king maple,None,1452,1091,251,110,75.14,17.29,7.58,48
5,Staten Island,crimson king maple,4orMore,4,4,0,0,100.0,0.0,0.0,48
1,Manhattan,Unknown,Unknown,2995,0,0,0,0.0,0.0,0.0,49
2,Bronx,Unknown,1or2,1,1,0,0,100.0,0.0,0.0,49
2,Bronx,Unknown,Unknown,4618,0,0,0,0.0,0.0,0.0,49
3,Brooklyn,Unknown,Unknown,7549,0,0,0,0.0,0.0,0.0,49
4,Queens,Unknown,None,2,1,0,1,50.0,0.0,50.0,49
4,Queens,Unknown,1or2,2,2,0,0,100.0,0.0,0.0,49
4,Queens,Unknown,Unknown,12577,0,0,0,0.0,0.0,0.0,49
5,Staten Island,Unknown,Unknown,3875,0,0,0,0.0,0.0,0.0,49
1,Manhattan,Ohio buckeye,None,8,6,2,0,75.0,25.0,0.0,50
1,Manhattan,Ohio buckeye,1or2,16,11,5,0,68.75,31.25,0.0,50
2,Bronx,Ohio buckeye,1or2,2,1,1,0,50.0,50.0,0.0,50
2,Bronx,Ohio buckeye,None,4,1,1,2,25.0,25.0,50.0,50
3,Brooklyn,Ohio buckeye,None,12,10,2,0,83.33,16.67,0.0,50
3,Brooklyn,Ohio buckeye,1or2,9,4,2,3,44.44,22.22,33.33,50
4,Queens,Ohio buckeye,None,19,15,1,3,78.95,5.26,15.79,50
5,Staten Island,Ohio buckeye,3or4,1,1,0,0,100.0,0.0,0.0,50
5,Staten Island,Ohio buckeye,1or2,2,2,0,0,100.0,0.0,0.0,50
5,Staten Island,Ohio buckeye,None,2,1,1,0,50.0,50.0,0.0,50
1,Manhattan,Sophora,4orMore,58,49,6,3,84.48,10.34,5.17,51
1,Manhattan,Sophora,3or4,596,484,94,18,81.21,15.77,3.02,51
1,Manhattan,Sophora,1or2,1743,1415,254,74,81.18,14.57,4.25,51
1,Manhattan,Sophora,None,2056,1606,359,91,78.11,17.46,4.43,51
2,Bronx,Sophora,1or2,487,407,68,12,83.57,13.96,2.46,51
2,Bronx,Sophora,None,2042,1729,246,67,84.67,12.05,3.28,51
2,Bronx,Sophora,3or4,24,17,5,2,70.83,20.83,8.33,51
2,Bronx,Sophora,4orMore,2,2,0,0,100.0,0.0,0.0,51
3,Brooklyn,Sophora,3or4,317,288,24,5,90.85,7.57,1.58,51
3,Brooklyn,Sophora,None,3862,3235,519,108,83.76,13.44,2.8,51
3,Brooklyn,Sophora,1or2,1796,1499,266,31,83.46,14.81,1.73,51
3,Brooklyn,Sophora,4orMore,14,12,2,0,85.71,14.29,0.0,51
4,Queens,Sophora,1or2,1211,956,212,43,78.94,17.51,3.55,51
4,Queens,Sophora,4orMore,9,9,0,0,100.0,0.0,0.0,51
4,Queens,Sophora,3or4,81,67,12,2,82.72,14.81,2.47,51
4,Queens,Sophora,None,4085,3318,655,112,81.22,16.03,2.74,51
5,Staten Island,Sophora,3or4,5,5,0,0,100.0,0.0,0.0,51
5,Staten Island,Sophora,4orMore,2,1,1,0,50.0,50.0,0.0,51
5,Staten Island,Sophora,1or2,149,122,23,4,81.88,15.44,2.68,51
5,Staten Island,Sophora,None,799,611,144,44,76.47,18.02,5.51,51
1,Manhattan,mimosa,3or4,1,1,0,0,100.0,0.0,0.0,52
1,Manhattan,mimosa,1or2,6,6,0,0,100.0,0.0,0.0,52
1,Manhattan,mimosa,None,5,1,4,0,20.0,80.0,0.0,52
2,Bronx,mimosa,1or2,6,5,0,1,83.33,0.0,16.67,52
2,Bronx,mimosa,None,11,8,3,0,72.73,27.27,0.0,52
3,Brooklyn,mimosa,3or4,10,8,1,1,80.0,10.0,10.0,52
3,Brooklyn,mimosa,None,59,46,10,3,77.97,16.95,5.08,52
3,Brooklyn,mimosa,1or2,15,11,4,0,73.33,26.67,0.0,52
3,Brooklyn,mimosa,4orMore,1,1,0,0,100.0,0.0,0.0,52
4,Queens,mimosa,3or4,2,2,0,0,100.0,0.0,0.0,52
4,Queens,mimosa,1or2,6,5,0,1,83.33,0.0,16.67,52
4,Queens,mimosa,None,32,30,2,0,93.75,6.25,0.0,52
5,Staten Island,mimosa,1or2,4,3,1,0,75.0,25.0,0.0,52
5,Staten Island,mimosa,None,5,3,2,0,60.0,40.0,0.0,52
1,Manhattan,Amur cork tree,1or2,1,1,0,0,100.0,0.0,0.0,53
1,Manhattan,Amur cork tree,3or4,4,3,1,0,75.0,25.0,0.0,53
1,Manhattan,Amur cork tree,None,3,3,0,0,100.0,0.0,0.0,53
2,Bronx,Amur cork tree,1or2,9,8,1,0,88.89,11.11,0.0,53
2,Bronx,Amur cork tree,None,23,17,4,2,73.91,17.39,8.7,53
3,Brooklyn,Amur cork tree,4orMore,1,1,0,0,100.0,0.0,0.0,53
3,Brooklyn,Amur cork tree,3or4,2,1,1,0,50.0,50.0,0.0,53
3,Brooklyn,Amur cork tree,None,34,23,7,4,67.65,20.59,11.76,53
3,Brooklyn,Amur cork tree,1or2,9,7,1,1,77.78,11.11,11.11,53
4,Queens,Amur cork tree,None,63,27,19,17,42.86,30.16,26.98,53
4,Queens,Amur cork tree,3or4,2,2,0,0,100.0,0.0,0.0,53
4,Queens,Amur cork tree,1or2,6,5,1,0,83.33,16.67,0.0,53
5,Staten Island,Amur cork tree,1or2,6,6,0,0,100.0,0.0,0.0,53
5,Staten Island,Amur cork tree,None,20,17,3,0,85.0,15.0,0.0,53
1,Manhattan,pitch pine,1or2,2,2,0,0,100.0,0.0,0.0,54
1,Manhattan,pitch pine,None,3,3,0,0,100.0,0.0,0.0,54
2,Bronx,pitch pine,None,3,3,0,0,100.0,0.0,0.0,54
3,Brooklyn,pitch pine,None,8,8,0,0,100.0,0.0,0.0,54
3,Brooklyn,pitch pine,3or4,1,1,0,0,100.0,0.0,0.0,54
4,Queens,pitch pine,None,9,9,0,0,100.0,0.0,0.0,54
4,Queens,pitch pine,1or2,1,1,0,0,100.0,0.0,0.0,54
5,Staten Island,pitch pine,None,4,4,0,0,100.0,0.0,0.0,54
5,Staten Island,pitch pine,4orMore,2,2,0,0,100.0,0.0,0.0,54
1,Manhattan,black oak,4orMore,2,1,1,0,50.0,50.0,0.0,55
1,Manhattan,black oak,3or4,29,26,2,1,89.66,6.9,3.45,55
1,Manhattan,black oak,1or2,57,41,14,2,71.93,24.56,3.51,55
1,Manhattan,black oak,None,104,76,22,6,73.08,21.15,5.77,55
2,Bronx,black oak,None,183,151,26,6,82.51,14.21,3.28,55
2,Bronx,black oak,1or2,40,32,7,1,80.0,17.5,2.5,55
2,Bronx,black oak,3or4,1,1,0,0,100.0,0.0,0.0,55
3,Brooklyn,black oak,3or4,17,12,5,0,70.59,29.41,0.0,55
3,Brooklyn,black oak,1or2,133,108,17,8,81.2,12.78,6.02,55
3,Brooklyn,black oak,None,291,238,47,6,81.79,16.15,2.06,55
4,Queens,black oak,1or2,67,55,10,2,82.09,14.93,2.99,55
4,Queens,black oak,3or4,8,7,1,0,87.5,12.5,0.0,55
4,Queens,black oak,None,297,262,26,9,88.22,8.75,3.03,55
5,Staten Island,black oak,1or2,28,21,7,0,75.0,25.0,0.0,55
5,Staten Island,black oak,None,70,61,7,2,87.14,10.0,2.86,55
1,Manhattan,Amur maple,3or4,6,3,3,0,50.0,50.0,0.0,56
1,Manhattan,Amur maple,None,14,10,0,4,71.43,0.0,28.57,56
1,Manhattan,Amur maple,1or2,10,6,4,0,60.0,40.0,0.0,56
2,Bronx,Amur maple,None,347,280,52,15,80.69,14.99,4.32,56
2,Bronx,Amur maple,1or2,84,70,9,5,83.33,10.71,5.95,56
3,Brooklyn,Amur maple,None,162,121,29,12,74.69,17.9,7.41,56
3,Brooklyn,Amur maple,3or4,6,5,1,0,83.33,16.67,0.0,56
3,Brooklyn,Amur maple,1or2,95,70,19,6,73.68,20.0,6.32,56
4,Queens,Amur maple,None,533,407,99,27,76.36,18.57,5.07,56
4,Queens,Amur maple,1or2,128,91,29,8,71.09,22.66,6.25,56
4,Queens,Amur maple,3or4,9,7,1,1,77.78,11.11,11.11,56
4,Queens,Amur maple,4orMore,1,0,1,0,0.0,100.0,0.0,56
5,Staten Island,Amur maple,None,456,392,47,17,85.96,10.31,3.73,56
5,Staten Island,Amur maple,1or2,182,164,13,5,90.11,7.14,2.75,56
5,Staten Island,Amur maple,3or4,15,13,2,0,86.67,13.33,0.0,56
5,Staten Island,Amur maple,4orMore,1,1,0,0,100.0,0.0,0.0,56
1,Manhattan,bur oak,3or4,3,3,0,0,100.0,0.0,0.0,57
1,Manhattan,bur oak,1or2,8,5,3,0,62.5,37.5,0.0,57
1,Manhattan,bur oak,None,25,21,1,3,84.0,4.0,12.0,57
2,Bronx,bur oak,1or2,23,18,4,1,78.26,17.39,4.35,57
2,Bronx,bur oak,None,56,41,11,4,73.21,19.64,7.14,57
2,Bronx,bur oak,3or4,1,1,0,0,100.0,0.0,0.0,57
3,Brooklyn,bur oak,1or2,56,42,10,4,75.0,17.86,7.14,57
3,Brooklyn,bur oak,4orMore,2,2,0,0,100.0,0.0,0.0,57
3,Brooklyn,bur oak,None,94,73,15,6,77.66,15.96,6.38,57
3,Brooklyn,bur oak,3or4,6,5,1,0,83.33,16.67,0.0,57
4,Queens,bur oak,3or4,5,3,2,0,60.0,40.0,0.0,57
4,Queens,bur oak,None,110,87,18,5,79.09,16.36,4.55,57
4,Queens,bur oak,4orMore,1,1,0,0,100.0,0.0,0.0,57
4,Queens,bur oak,1or2,54,36,15,3,66.67,27.78,5.56,57
5,Staten Island,bur oak,1or2,7,7,0,0,100.0,0.0,0.0,57
5,Staten Island,bur oak,None,64,55,8,1,85.94,12.5,1.56,57
1,Manhattan,common hackberry,1or2,62,44,14,4,70.97,22.58,6.45,58
1,Manhattan,common hackberry,4orMore,1,0,1,0,0.0,100.0,0.0,58
1,Manhattan,common hackberry,3or4,9,4,2,3,44.44,22.22,33.33,58
1,Manhattan,common hackberry,None,98,60,23,15,61.22,23.47,15.31,58
2,Bronx,common hackberry,3or4,9,6,2,1,66.67,22.22,11.11,58
2,Bronx,common hackberry,None,642,507,107,28,78.97,16.67,4.36,58
2,Bronx,common hackberry,1or2,156,125,23,8,80.13,14.74,5.13,58
3,Brooklyn,common hackberry,3or4,16,13,3,0,81.25,18.75,0.0,58
3,Brooklyn,common hackberry,1or2,182,151,22,9,82.97,12.09,4.95,58
3,Brooklyn,common hackberry,None,405,303,77,25,74.81,19.01,6.17,58
4,Queens,common hackberry,3or4,16,13,3,0,81.25,18.75,0.0,58
4,Queens,common hackberry,1or2,147,119,18,10,80.95,12.24,6.8,58
4,Queens,common hackberry,None,467,387,60,20,82.87,12.85,4.28,58
4,Queens,common hackberry,4orMore,1,0,1,0,0.0,100.0,0.0,58
5,Staten Island,common hackberry,4orMore,1,1,0,0,100.0,0.0,0.0,58
5,Staten Island,common hackberry,3or4,5,5,0,0,100.0,0.0,0.0,58
5,Staten Island,common hackberry,None,132,93,33,6,70.45,25.0,4.55,58
5,Staten Island,common hackberry,1or2,33,25,5,3,75.76,15.15,9.09,58
1,Manhattan,Japanese hornbeam,None,23,15,5,3,65.22,21.74,13.04,59
1,Manhattan,Japanese hornbeam,3or4,4,4,0,0,100.0,0.0,0.0,59
1,Manhattan,Japanese hornbeam,1or2,35,28,5,2,80.0,14.29,5.71,59
2,Bronx,Japanese hornbeam,3or4,1,0,1,0,0.0,100.0,0.0,59
2,Bronx,Japanese hornbeam,None,39,32,4,3,82.05,10.26,7.69,59
2,Bronx,Japanese hornbeam,1or2,34,30,3,1,88.24,8.82,2.94,59
3,Brooklyn,Japanese hornbeam,None,73,57,9,7,78.08,12.33,9.59,59
3,Brooklyn,Japanese hornbeam,1or2,67,47,14,6,70.15,20.9,8.96,59
3,Brooklyn,Japanese hornbeam,3or4,9,8,0,1,88.89,0.0,11.11,59
4,Queens,Japanese hornbeam,3or4,1,1,0,0,100.0,0.0,0.0,59
4,Queens,Japanese hornbeam,None,56,43,12,1,76.79,21.43,1.79,59
4,Queens,Japanese hornbeam,1or2,40,36,4,0,90.0,10.0,0.0,59
5,Staten Island,Japanese hornbeam,3or4,2,2,0,0,100.0,0.0,0.0,59
5,Staten Island,Japanese hornbeam,1or2,8,5,2,1,62.5,25.0,12.5,59
5,Staten Island,Japanese hornbeam,None,34,30,3,1,88.24,8.82,2.94,59
1,Manhattan,black locust,3or4,30,22,8,0,73.33,26.67,0.0,60
1,Manhattan,black locust,None,123,97,24,2,78.86,19.51,1.63,60
1,Manhattan,black locust,1or2,106,82,20,4,77.36,18.87,3.77,60
2,Bronx,black locust,None,303,244,49,10,80.53,16.17,3.3,60
2,Bronx,black locust,4orMore,2,2,0,0,100.0,0.0,0.0,60
2,Bronx,black locust,1or2,42,35,7,0,83.33,16.67,0.0,60
2,Bronx,black locust,3or4,7,5,1,1,71.43,14.29,14.29,60
3,Brooklyn,black locust,3or4,22,19,3,0,86.36,13.64,0.0,60
3,Brooklyn,black locust,1or2,128,101,26,1,78.91,20.31,0.78,60
3,Brooklyn,black locust,4orMore,1,1,0,0,100.0,0.0,0.0,60
3,Brooklyn,black locust,None,290,221,62,7,76.21,21.38,2.41,60
4,Queens,black locust,1or2,65,43,18,4,66.15,27.69,6.15,60
4,Queens,black locust,None,422,336,73,13,79.62,17.3,3.08,60
4,Queens,black locust,3or4,3,2,1,0,66.67,33.33,0.0,60
5,Staten Island,black locust,None,211,155,47,9,73.46,22.27,4.27,60
5,Staten Island,black locust,1or2,26,22,2,2,84.62,7.69,7.69,60
5,Staten Island,black locust,3or4,3,2,1,0,66.67,33.33,0.0,60
1,Manhattan,hardy rubber tree,None,31,25,2,4,80.65,6.45,12.9,61
1,Manhattan,hardy rubber tree,1or2,28,16,8,4,57.14,28.57,14.29,61
1,Manhattan,hardy rubber tree,3or4,7,6,1,0,85.71,14.29,0.0,61
2,Bronx,hardy rubber tree,None,69,52,14,3,75.36,20.29,4.35,61
2,Bronx,hardy rubber tree,1or2,31,28,3,0,90.32,9.68,0.0,61
2,Bronx,hardy rubber tree,3or4,1,1,0,0,100.0,0.0,0.0,61
3,Brooklyn,hardy rubber tree,4orMore,2,2,0,0,100.0,0.0,0.0,61
3,Brooklyn,hardy rubber tree,3or4,28,24,4,0,85.71,14.29,0.0,61
3,Brooklyn,hardy rubber tree,1or2,154,133,15,6,86.36,9.74,3.9,61
3,Brooklyn,hardy rubber tree,None,193,163,17,13,84.46,8.81,6.74,61
4,Queens,hardy rubber tree,None,166,132,20,14,79.52,12.05,8.43,61
4,Queens,hardy rubber tree,1or2,105,72,19,14,68.57,18.1,13.33,61
4,Queens,hardy rubber tree,3or4,6,4,1,1,66.67,16.67,16.67,61
4,Queens,hardy rubber tree,4orMore,1,1,0,0,100.0,0.0,0.0,61
5,Staten Island,hardy rubber tree,None,55,48,5,2,87.27,9.09,3.64,61
5,Staten Island,hardy rubber tree,1or2,38,33,4,1,86.84,10.53,2.63,61
1,Manhattan,horse chestnut,None,8,3,3,2,37.5,37.5,25.0,62
1,Manhattan,horse chestnut,3or4,3,2,1,0,66.67,33.33,0.0,62
2,Bronx,horse chestnut,3or4,4,3,0,1,75.0,0.0,25.0,62
2,Bronx,horse chestnut,None,62,37,18,7,59.68,29.03,11.29,62
2,Bronx,horse chestnut,1or2,36,26,5,5,72.22,13.89,13.89,62
3,Brooklyn,horse chestnut,1or2,94,65,21,8,69.15,22.34,8.51,62
3,Brooklyn,horse chestnut,3or4,6,5,1,0,83.33,16.67,0.0,62
3,Brooklyn,horse chestnut,None,123,76,28,19,61.79,22.76,15.45,62
4,Queens,horse chestnut,1or2,71,54,12,5,76.06,16.9,7.04,62
4,Queens,horse chestnut,None,497,370,95,32,74.45,19.11,6.44,62
4,Queens,horse chestnut,3or4,5,4,1,0,80.0,20.0,0.0,62
4,Queens,horse chestnut,4orMore,1,1,0,0,100.0,0.0,0.0,62
5,Staten Island,horse chestnut,None,155,120,24,11,77.42,15.48,7.1,62
5,Staten Island,horse chestnut,3or4,1,0,1,0,0.0,100.0,0.0,62
5,Staten Island,horse chestnut,1or2,30,22,5,3,73.33,16.67,10.0,62
1,Manhattan,serviceberry,3or4,5,4,0,1,80.0,0.0,20.0,63
1,Manhattan,serviceberry,1or2,18,15,1,2,83.33,5.56,11.11,63
1,Manhattan,serviceberry,None,15,11,2,2,73.33,13.33,13.33,63
2,Bronx,serviceberry,3or4,17,8,7,2,47.06,41.18,11.76,63
2,Bronx,serviceberry,None,203,176,17,10,86.7,8.37,4.93,63
2,Bronx,serviceberry,1or2,87,73,9,5,83.91,10.34,5.75,63
3,Brooklyn,serviceberry,4orMore,4,3,0,1,75.0,0.0,25.0,63
3,Brooklyn,serviceberry,3or4,46,38,6,2,82.61,13.04,4.35,63
3,Brooklyn,serviceberry,1or2,122,89,25,8,72.95,20.49,6.56,63
3,Brooklyn,serviceberry,None,191,133,46,12,69.63,24.08,6.28,63
4,Queens,serviceberry,4orMore,2,2,0,0,100.0,0.0,0.0,63
4,Queens,serviceberry,None,503,420,61,22,83.5,12.13,4.37,63
4,Queens,serviceberry,3or4,23,20,1,2,86.96,4.35,8.7,63
4,Queens,serviceberry,1or2,360,273,48,39,75.83,13.33,10.83,63
5,Staten Island,serviceberry,None,335,272,42,21,81.19,12.54,6.27,63
5,Staten Island,serviceberry,1or2,94,82,8,4,87.23,8.51,4.26,63
5,Staten Island,serviceberry,3or4,7,7,0,0,100.0,0.0,0.0,63
1,Manhattan,pin oak,1or2,1494,1222,236,36,81.79,15.8,2.41,64
1,Manhattan,pin oak,None,2673,2170,416,87,81.18,15.56,3.25,64
1,Manhattan,pin oak,4orMore,28,26,2,0,92.86,7.14,0.0,64
1,Manhattan,pin oak,3or4,389,313,65,11,80.46,16.71,2.83,64
2,Bronx,pin oak,None,5510,4811,578,121,87.31,10.49,2.2,64
2,Bronx,pin oak,1or2,897,783,98,16,87.29,10.93,1.78,64
2,Bronx,pin oak,4orMore,3,2,0,1,66.67,0.0,33.33,64
2,Bronx,pin oak,3or4,35,30,3,2,85.71,8.57,5.71,64
3,Brooklyn,pin oak,1or2,2937,2548,327,62,86.76,11.13,2.11,64
3,Brooklyn,pin oak,None,8957,7585,1142,230,84.68,12.75,2.57,64
3,Brooklyn,pin oak,3or4,395,349,44,2,88.35,11.14,0.51,64
3,Brooklyn,pin oak,4orMore,54,49,5,0,90.74,9.26,0.0,64
4,Queens,pin oak,4orMore,17,15,2,0,88.24,11.76,0.0,64
4,Queens,pin oak,1or2,2846,2383,404,59,83.73,14.2,2.07,64
4,Queens,pin oak,None,19575,16953,2184,438,86.61,11.16,2.24,64
4,Queens,pin oak,3or4,172,148,20,4,86.05,11.63,2.33,64
5,Staten Island,pin oak,4orMore,4,3,0,1,75.0,0.0,25.0,64
5,Staten Island,pin oak,None,6374,5467,767,140,85.77,12.03,2.2,64
5,Staten Island,pin oak,3or4,45,43,2,0,95.56,4.44,0.0,64
5,Staten Island,pin oak,1or2,780,656,99,25,84.1,12.69,3.21,64
1,Manhattan,Cornelian cherry,3or4,5,4,1,0,80.0,20.0,0.0,65
1,Manhattan,Cornelian cherry,1or2,6,5,1,0,83.33,16.67,0.0,65
1,Manhattan,Cornelian cherry,4orMore,2,2,0,0,100.0,0.0,0.0,65
1,Manhattan,Cornelian cherry,None,14,10,3,1,71.43,21.43,7.14,65
2,Bronx,Cornelian cherry,3or4,3,3,0,0,100.0,0.0,0.0,65
2,Bronx,Cornelian cherry,None,129,120,5,4,93.02,3.88,3.1,65
2,Bronx,Cornelian cherry,1or2,38,31,3,4,81.58,7.89,10.53,65
3,Brooklyn,Cornelian cherry,1or2,106,77,25,4,72.64,23.58,3.77,65
3,Brooklyn,Cornelian cherry,3or4,14,11,3,0,78.57,21.43,0.0,65
3,Brooklyn,Cornelian cherry,4orMore,18,11,7,0,61.11,38.89,0.0,65
3,Brooklyn,Cornelian cherry,None,113,84,17,12,74.34,15.04,10.62,65
4,Queens,Cornelian cherry,None,206,166,32,8,80.58,15.53,3.88,65
4,Queens,Cornelian cherry,3or4,14,11,3,0,78.57,21.43,0.0,65
4,Queens,Cornelian cherry,1or2,107,82,20,5,76.64,18.69,4.67,65
5,Staten Island,Cornelian cherry,3or4,2,2,0,0,100.0,0.0,0.0,65
5,Staten Island,Cornelian cherry,1or2,63,54,8,1,85.71,12.7,1.59,65
5,Staten Island,Cornelian cherry,None,226,208,9,9,92.04,3.98,3.98,65
1,Manhattan,dawn redwood,1or2,71,41,17,13,57.75,23.94,18.31,66
1,Manhattan,dawn redwood,3or4,17,8,2,7,47.06,11.76,41.18,66
1,Manhattan,dawn redwood,None,110,72,26,12,65.45,23.64,10.91,66
1,Manhattan,dawn redwood,4orMore,1,0,1,0,0.0,100.0,0.0,66
2,Bronx,dawn redwood,3or4,2,2,0,0,100.0,0.0,0.0,66
2,Bronx,dawn redwood,1or2,170,132,15,23,77.65,8.82,13.53,66
2,Bronx,dawn redwood,None,224,149,54,21,66.52,24.11,9.38,66
3,Brooklyn,dawn redwood,1or2,406,315,63,28,77.59,15.52,6.9,66
3,Brooklyn,dawn redwood,3or4,42,33,6,3,78.57,14.29,7.14,66
3,Brooklyn,dawn redwood,4orMore,10,9,1,0,90.0,10.0,0.0,66
3,Brooklyn,dawn redwood,None,672,531,98,43,79.02,14.58,6.4,66
4,Queens,dawn redwood,None,554,503,39,12,90.79,7.04,2.17,66
4,Queens,dawn redwood,4orMore,3,3,0,0,100.0,0.0,0.0,66
4,Queens,dawn redwood,1or2,293,261,25,7,89.08,8.53,2.39,66
4,Queens,dawn redwood,3or4,24,20,3,1,83.33,12.5,4.17,66
5,Staten Island,dawn redwood,3or4,7,7,0,0,100.0,0.0,0.0,66
5,Staten Island,dawn redwood,None,324,262,37,25,80.86,11.42,7.72,66
5,Staten Island,dawn redwood,1or2,90,78,8,4,86.67,8.89,4.44,66
1,Manhattan,Amur maackia,None,32,27,3,2,84.38,9.38,6.25,67
